フォルダパス,ファイル名,ファイルサイズ (MB),MIME タイプ,作成日,最終更新日,ファイルURL,ファイルID
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,デリラと宇宙野郎たち （ハヤカワ文庫 SF-未来史1） ロバート・A・ハインライン 425p_4150106703.pdf,84.23,application/pdf,2023-12-12 10:37,2023-12-12 9:56,https://drive.google.com/file/d/19rCs6on3vz6UHCWl4PVYe0GX7v_Nvflo/view?usp=drivesdk,19rCs6on3vz6UHCWl4PVYe0GX7v_Nvflo
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ファウンデーションへの序曲（上） 銀河帝国興亡史〈6〉 （ハヤカワ文庫SF） アイザック アシモフ 369p_4150112126.pdf,74.6,application/pdf,2023-12-12 11:00,2023-12-12 9:55,https://drive.google.com/file/d/1yu20DPQIMBWE7E46p3rO6rFEBwEUOEL9/view?usp=drivesdk,1yu20DPQIMBWE7E46p3rO6rFEBwEUOEL9
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,失われた遺産 （ハヤカワ文庫 SF 482 ハインライン傑作集 1） ロバート A．ハインライン 395p_4150104824.pdf,94.3,application/pdf,2023-12-12 10:40,2023-12-12 9:55,https://drive.google.com/file/d/1cEQSnM4_3GOMHex-Q6B8KlNoFBgyaqzH/view?usp=drivesdk,1cEQSnM4_3GOMHex-Q6B8KlNoFBgyaqzH
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,銀河帝国の興亡 3 （創元推理文庫 604-3） アイザック・アシモフ 368p_448860403X.pdf,78.73,application/pdf,2023-12-12 10:52,2023-12-12 9:55,https://drive.google.com/file/d/1HsfcHzOP9DcCYd5NkcKY3hoch-cp8fSV/view?usp=drivesdk,1HsfcHzOP9DcCYd5NkcKY3hoch-cp8fSV
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ファウンデーションの勝利（上） 新銀河帝国興亡史3 （ハヤカワ文庫 SF） デイヴィッド・ブリン 305p_415011482X.pdf,67.91,application/pdf,2023-12-12 10:45,2023-12-12 9:55,https://drive.google.com/file/d/1H28nc8z5Q7m0M_xN6OtrW0Y_ixib7C5h/view?usp=drivesdk,1H28nc8z5Q7m0M_xN6OtrW0Y_ixib7C5h
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ロボットと帝国〈下〉 （ハヤカワ文庫SF） アイザック アシモフ 344p_415011255X.pdf,74.18,application/pdf,2023-12-12 10:13,2023-12-12 9:55,https://drive.google.com/file/d/1DRwo6M51A2w4IULAc9ANSyTrlwZrenHs/view?usp=drivesdk,1DRwo6M51A2w4IULAc9ANSyTrlwZrenHs
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ファウンデーションの誕生（上） 銀河帝国興亡史〈7〉 （ハヤカワ文庫SF） アイザック アシモフ 304p_4150112363.pdf,65.84,application/pdf,2023-12-12 11:04,2023-12-12 9:55,https://drive.google.com/file/d/1N3XiOULoOxxCCFosQv1szybiek6GXdhK/view?usp=drivesdk,1N3XiOULoOxxCCFosQv1szybiek6GXdhK
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,流れよわが涙、と警官は言った （ハヤカワ文庫SF） フィリップ・K・ディック 375p_4150108072.pdf,75.22,application/pdf,2023-12-12 10:24,2023-12-12 9:55,https://drive.google.com/file/d/1ik8XDhn2A5XsIeVJ_7FCQdfUqIdPhDro/view?usp=drivesdk,1ik8XDhn2A5XsIeVJ_7FCQdfUqIdPhDro
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ファウンデーションへの序曲（下） 銀河帝国興亡史〈6〉 （ハヤカワ文庫SF） アイザック アシモフ 362p_4150112134.pdf,70.97,application/pdf,2023-12-12 10:25,2023-12-12 9:55,https://drive.google.com/file/d/1jbbltv75FNGfM-ZMwjN1-s-s_oiz9SPG/view?usp=drivesdk,1jbbltv75FNGfM-ZMwjN1-s-s_oiz9SPG
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ファウンデーションと地球〈上〉-銀河帝国興亡史〈5〉 （ハヤカワ文庫SF） アイザック アシモフ 358p_4150112010.pdf,78.35,application/pdf,2023-12-12 10:56,2023-12-12 9:55,https://drive.google.com/file/d/1oUs8mvZ7ovkJzgiKltZDrJpjYJiBLh7E/view?usp=drivesdk,1oUs8mvZ7ovkJzgiKltZDrJpjYJiBLh7E
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,フライデイ〈下〉 （ハヤカワ文庫） ロバート・A ハインライン 355p_4150110778.pdf,76.63,application/pdf,2023-12-12 10:59,2023-12-12 9:55,https://drive.google.com/file/d/10Fsr1fvWVspVg2D4Bm4gMZJmpkHibmDn/view?usp=drivesdk,10Fsr1fvWVspVg2D4Bm4gMZJmpkHibmDn
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,津軽 （新潮文庫） 太宰 治 255p_4101006040.pdf,55.44,application/pdf,2023-12-12 10:52,2023-12-12 9:55,https://drive.google.com/file/d/1IGahw9NtT8OMUofIn7u_C5TZWh_jAUuE/view?usp=drivesdk,1IGahw9NtT8OMUofIn7u_C5TZWh_jAUuE
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,月世界へ行く （1964年） （創元推理文庫） ジュール・ヴェルヌ 255p_B000JAGCK8.pdf,81.68,application/pdf,2023-12-12 10:29,2023-12-12 9:55,https://drive.google.com/file/d/1O2kSAw_QprILmY257KNKfy_dXe02tiqE/view?usp=drivesdk,1O2kSAw_QprILmY257KNKfy_dXe02tiqE
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,マイノリティ・リポート-ディック作品集 （ハヤカワ文庫SF） フィリップ・K． ディック 321p_4150112789.pdf,64.81,application/pdf,2023-12-12 10:34,2023-12-12 9:55,https://drive.google.com/file/d/1H42TSnR_4lH3A7058G9YI9Qsn1smQ41R/view?usp=drivesdk,1H42TSnR_4lH3A7058G9YI9Qsn1smQ41R
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,もの思う葦 （新潮文庫） 太宰 治 318p_4101006148.pdf,51.48,application/pdf,2023-12-12 10:12,2023-12-12 9:55,https://drive.google.com/file/d/1ybnf8t-FxXA9f1vn9iwOY7-OOEs2fy7t/view?usp=drivesdk,1ybnf8t-FxXA9f1vn9iwOY7-OOEs2fy7t
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,アンドロイドは電気羊の夢を見るか？ （ハヤカワ文庫 SF （229）） フィリップ・K・ディック 319p_4150102295.pdf,69.72,application/pdf,2023-12-12 11:08,2023-12-12 9:55,https://drive.google.com/file/d/1Bjab7OhyaIsGaeDjYBzX5aWGU61duUgc/view?usp=drivesdk,1Bjab7OhyaIsGaeDjYBzX5aWGU61duUgc
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,人間失格 （新潮文庫 （た-2-5）） 太宰 治 185p_4101006059.pdf,37.97,application/pdf,2023-12-12 10:15,2023-12-12 9:55,https://drive.google.com/file/d/17KJed8vTCH5RL0tvxZgbHv-Cj09DC6_4/view?usp=drivesdk,17KJed8vTCH5RL0tvxZgbHv-Cj09DC6_4
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ミクロの決死圏2-目的地は脳〈下〉 （ハヤカワ文庫SF） アイザック アシモフ 342p_4150112665.pdf,74.02,application/pdf,2023-12-12 11:00,2023-12-12 9:55,https://drive.google.com/file/d/1OW9yCL9H_RMaVdPBjnXiOz3dyw72wtUn/view?usp=drivesdk,1OW9yCL9H_RMaVdPBjnXiOz3dyw72wtUn
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,フライデイ〈上〉 （ハヤカワ文庫） ロバート・A． ハインライン 331p_415011076X.pdf,69.01,application/pdf,2023-12-12 10:53,2023-12-12 9:55,https://drive.google.com/file/d/1GtVBPP62x48op3y-ppRKCNgY-_SQruQZ/view?usp=drivesdk,1GtVBPP62x48op3y-ppRKCNgY-_SQruQZ
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ミクロの決死圏2-目的地は脳〈上〉 （ハヤカワ文庫SF） アイザック アシモフ 333p_4150112657.pdf,69.45,application/pdf,2023-12-12 10:11,2023-12-12 9:55,https://drive.google.com/file/d/1544B2LuW-m01FBd6nTxfeZWal40IACWh/view?usp=drivesdk,1544B2LuW-m01FBd6nTxfeZWal40IACWh
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,地底旅行 （創元SF文庫） ジュール・ヴェルヌ 343p_4488606024.pdf,76.65,application/pdf,2023-12-12 10:51,2023-12-12 9:54,https://drive.google.com/file/d/1cKGkh-l0zBXmq5axy3N0xcQdKUutCPQQ/view?usp=drivesdk,1cKGkh-l0zBXmq5axy3N0xcQdKUutCPQQ
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,天の梯子 （集英社文庫） 三浦 綾子 200p_4087496902.pdf,32.03,application/pdf,2023-12-12 10:53,2023-12-12 9:54,https://drive.google.com/file/d/1U4BOhzokQuCujLBbLAARORPFpSCzjop_/view?usp=drivesdk,1U4BOhzokQuCujLBbLAARORPFpSCzjop_
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,逆まわりの世界 （ハヤカワ文庫 SF 526） フィリップ K．ディック 303p_415010526X.pdf,64.71,application/pdf,2023-12-12 10:17,2023-12-12 9:54,https://drive.google.com/file/d/1k1rRWrZxfHmpo3B89LmfP30028ucPITK/view?usp=drivesdk,1k1rRWrZxfHmpo3B89LmfP30028ucPITK
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,偶然世界 （ハヤカワ文庫 SF テ 1-2） フィリップ・K・ディック 304p_4150102414.pdf,57.05,application/pdf,2023-12-12 10:54,2023-12-12 9:54,https://drive.google.com/file/d/1F_Bf2TWbBFcMK5nLWAVxYgS_GSuAjX6p/view?usp=drivesdk,1F_Bf2TWbBFcMK5nLWAVxYgS_GSuAjX6p
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ロング・グッドバイ （ハヤカワ・ミステリ文庫 チ 1-11） レイモンド・チャンドラー 645p_4150704619.pdf,164.35,application/pdf,2023-12-12 10:56,2023-12-12 9:54,https://drive.google.com/file/d/1zfSZInNDKc2O-QkWWBAssjDlDUzf-0L5/view?usp=drivesdk,1zfSZInNDKc2O-QkWWBAssjDlDUzf-0L5
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,テス 上 （岩波文庫 赤 240-1） トマス・ハーディ 395p_4003224019.pdf,158.41,application/pdf,2023-12-12 10:39,2023-12-12 9:54,https://drive.google.com/file/d/14Alqsddq8SHu95wHQhO-jntCY_z_m9DH/view?usp=drivesdk,14Alqsddq8SHu95wHQhO-jntCY_z_m9DH
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,氷点 下 （朝日文庫 み 1-2） 三浦 綾子 348p_4022601523.pdf,68.38,application/pdf,2023-12-12 10:15,2023-12-12 9:54,https://drive.google.com/file/d/14VyyKXaPwT9b9kRUfyqnyoFoqQ_E21WG/view?usp=drivesdk,14VyyKXaPwT9b9kRUfyqnyoFoqQ_E21WG
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,風林火山 （新潮文庫） 井上 靖 337p_4101063079.pdf,66.16,application/pdf,2023-12-12 10:40,2023-12-12 9:54,https://drive.google.com/file/d/1mM6NQUUsjikMv9cpd0JSr6oL71G-u86E/view?usp=drivesdk,1mM6NQUUsjikMv9cpd0JSr6oL71G-u86E
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,その前夜 （1951年） （岩波文庫） ツルゲーネフ 280p_B000JBDT2G.pdf,67.37,application/pdf,2023-12-12 10:25,2023-12-12 9:54,https://drive.google.com/file/d/1bxVodCER5IXze3b58vgFJPj9veyImRJ_/view?usp=drivesdk,1bxVodCER5IXze3b58vgFJPj9veyImRJ_
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,三文役者の死-正伝殿山泰司 （岩波現代文庫） 新藤 兼人 284p_4006020171.pdf,82.91,application/pdf,2023-12-12 10:24,2023-12-12 9:54,https://drive.google.com/file/d/11qHjA-O4JYKBIFATaXcEKW5t3N9EsrLs/view?usp=drivesdk,11qHjA-O4JYKBIFATaXcEKW5t3N9EsrLs
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,地球帝国 （ハヤカワ文庫 SF （603）） アーサー・C・クラーク 388p_4150106037.pdf,84,application/pdf,2023-12-12 10:26,2023-12-12 9:54,https://drive.google.com/file/d/1RFUs112WUpxGm5pgGnNNIypTMIHR73FW/view?usp=drivesdk,1RFUs112WUpxGm5pgGnNNIypTMIHR73FW
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,氷点 上 （朝日文庫 み 1-1） 三浦 綾子 344p_4022601515.pdf,63.88,application/pdf,2023-12-12 10:22,2023-12-12 9:54,https://drive.google.com/file/d/1Lfx5I5q6yUFEj0q1ax2_wWVkxVucLSmS/view?usp=drivesdk,1Lfx5I5q6yUFEj0q1ax2_wWVkxVucLSmS
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,透明人間 （ハヤカワ文庫 SF 282） H．G．ウェルズ 273p_4150102821.pdf,60.42,application/pdf,2023-12-12 10:38,2023-12-12 9:54,https://drive.google.com/file/d/1saYYCXa64BPKAE8xlMyOZpVjmtgSQ2Qx/view?usp=drivesdk,1saYYCXa64BPKAE8xlMyOZpVjmtgSQ2Qx
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,お登勢 （角川文庫） 船山 馨 700p_404129701X.pdf,143.02,application/pdf,2023-12-12 11:06,2023-12-12 9:53,https://drive.google.com/file/d/1d3BgW4z9o4SoDBRFw6EafWCuM4K6uf1S/view?usp=drivesdk,1d3BgW4z9o4SoDBRFw6EafWCuM4K6uf1S
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,2061年宇宙の旅 （ハヤカワ文庫SF） アーサー・C クラーク 355p_4150110964.pdf,71.96,application/pdf,2023-12-12 10:10,2023-12-12 9:53,https://drive.google.com/file/d/1QGpH52ZTc8dpQJukQta_70X9JCa4A2Op/view?usp=drivesdk,1QGpH52ZTc8dpQJukQta_70X9JCa4A2Op
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,若きウェルテルの悩み （岩波文庫） ゲーテ 275p_4003240510.pdf,51.17,application/pdf,2023-12-12 10:43,2023-12-12 9:53,https://drive.google.com/file/d/1cyl5-TcEtXo2_UzXwTnnuSEYSLPAz8ad/view?usp=drivesdk,1cyl5-TcEtXo2_UzXwTnnuSEYSLPAz8ad
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,幼年期の終り （ハヤカワ文庫 SF （341）） アーサー・C・クラーク 390p_4150103410.pdf,81.66,application/pdf,2023-12-12 10:36,2023-12-12 9:53,https://drive.google.com/file/d/1lahOL8zRFUltYuHQSqK2nfp4Nu3iK4KD/view?usp=drivesdk,1lahOL8zRFUltYuHQSqK2nfp4Nu3iK4KD
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,2010年宇宙の旅 （ハヤカワ文庫SF） アーサー・C． クラーク 428p_4150110522.pdf,83.27,application/pdf,2023-12-12 10:39,2023-12-12 9:53,https://drive.google.com/file/d/17PG3bckWqWTYC4VkaIbRDsVPeSww3ya9/view?usp=drivesdk,17PG3bckWqWTYC4VkaIbRDsVPeSww3ya9
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,海底牧場 （ハヤカワ文庫 SF 225） アーサー C．クラーク 304p_4150102252.pdf,70.68,application/pdf,2023-12-12 10:48,2023-12-12 9:53,https://drive.google.com/file/d/1K0TyZELdi902vXjeI3zMrsWiCPESgmFp/view?usp=drivesdk,1K0TyZELdi902vXjeI3zMrsWiCPESgmFp
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,チェーホフ一幕物全集-白鳥の歌・路上他7篇 （岩波文庫 赤 623-0） チェーホフ 270p_4003262301.pdf,57.93,application/pdf,2023-12-12 10:33,2023-12-12 9:53,https://drive.google.com/file/d/103kSK1b1mRsMDC5f5w0uV-glIiSGrlmX/view?usp=drivesdk,103kSK1b1mRsMDC5f5w0uV-glIiSGrlmX
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,宇宙のランデヴー （ハヤカワ文庫 SF （629）） アーサー・C・クラーク 327p_4150106290.pdf,72.95,application/pdf,2023-12-12 11:02,2023-12-12 9:53,https://drive.google.com/file/d/192MXjbcS6omBGDJzibd_2e28PFdjoNxJ/view?usp=drivesdk,192MXjbcS6omBGDJzibd_2e28PFdjoNxJ
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,セブン・イヤーズ・イン・チベット-チベットの7年 （角川文庫ソフィア） ハインリヒ ハラー 474p_4042770010 (1).pdf,130.34,application/pdf,2023-12-12 10:17,2023-12-12 9:53,https://drive.google.com/file/d/1D05NRiSVoSaQjpTX5fzHyDJ0rk_E9L_C/view?usp=drivesdk,1D05NRiSVoSaQjpTX5fzHyDJ0rk_E9L_C
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ドミニック （1950年） （岩波文庫） フロマンタン 381p_B000JBGE78.pdf,138.61,application/pdf,2023-12-12 10:15,2023-12-12 9:53,https://drive.google.com/file/d/1IkeM6tQEuqIk5NvfrF1dmvgiHb9Th5RS/view?usp=drivesdk,1IkeM6tQEuqIk5NvfrF1dmvgiHb9Th5RS
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,TSUNAMI 津波 （集英社文庫） 高嶋 哲夫 608p_4087463699.pdf,126.26,application/pdf,2023-12-12 10:42,2023-12-12 9:53,https://drive.google.com/file/d/1cVSqUSOlgIsarCWdEljt1DTucBIHtmEh/view?usp=drivesdk,1cVSqUSOlgIsarCWdEljt1DTucBIHtmEh
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,セブン・イヤーズ・イン・チベット-チベットの7年 （角川文庫ソフィア） ハインリヒ ハラー 474p_4042770010.pdf,130.34,application/pdf,2023-12-12 10:21,2023-12-12 9:53,https://drive.google.com/file/d/1FppDd4jUndnYrCK_DMOB1sXvIjfrkWSH/view?usp=drivesdk,1FppDd4jUndnYrCK_DMOB1sXvIjfrkWSH
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ガリヴァー旅行記 （岩波文庫） スウィフト 461p_4003220935.pdf,128.19,application/pdf,2023-12-12 11:08,2023-12-12 9:53,https://drive.google.com/file/d/1-9LhQU2KZdnfdn9DqQlu2p3gQmPdbBxb/view?usp=drivesdk,1-9LhQU2KZdnfdn9DqQlu2p3gQmPdbBxb
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,戦時生活 （新潮文庫） ルーシャス シェパード 617p_4102301011.pdf,151.58,application/pdf,2023-12-12 10:28,2023-12-12 9:52,https://drive.google.com/file/d/1PjSdLYvojr-nBkDzLQbFqvgVigTsr0su/view?usp=drivesdk,1PjSdLYvojr-nBkDzLQbFqvgVigTsr0su
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,可愛い女（ひと）・犬を連れた奥さん 他一編 （岩波文庫） チェーホフ 144p_4003262239.pdf,25.84,application/pdf,2023-12-12 10:29,2023-12-12 9:52,https://drive.google.com/file/d/1AvYH2c-yQAB-ikm0QbypQLcX52ZQ3wyi/view?usp=drivesdk,1AvYH2c-yQAB-ikm0QbypQLcX52ZQ3wyi
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,六号病棟・退屈な話（他5篇） （岩波文庫） チェーホフ 391p_4003262263.pdf,46.96,application/pdf,2023-12-12 10:53,2023-12-12 9:52,https://drive.google.com/file/d/1oJiOdBX6OzTGhahWd7pfm4EGD4-AvmuL/view?usp=drivesdk,1oJiOdBX6OzTGhahWd7pfm4EGD4-AvmuL
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,三人姉妹 （岩波文庫） チェーホフ 121p_4003262247.pdf,26.07,application/pdf,2023-12-12 10:23,2023-12-12 9:52,https://drive.google.com/file/d/1HIY9xbCV7ah1MKW5Pdda6fhP6XvfmTHs/view?usp=drivesdk,1HIY9xbCV7ah1MKW5Pdda6fhP6XvfmTHs
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,M8 （集英社文庫） 高嶋 哲夫 544p_4087462005.pdf,108.97,application/pdf,2023-12-12 10:20,2023-12-12 9:52,https://drive.google.com/file/d/1iJn7IMoLZjCcanlfFl7pG8L4774LCtv8/view?usp=drivesdk,1iJn7IMoLZjCcanlfFl7pG8L4774LCtv8
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,プーシキン詩集 （岩波文庫） プーシキン 218p_4003260449.pdf,29.97,application/pdf,2023-12-12 10:21,2023-12-12 9:52,https://drive.google.com/file/d/1fBDibDTXNl7CnWtvMF8-dQPUVNV3Nska/view?usp=drivesdk,1fBDibDTXNl7CnWtvMF8-dQPUVNV3Nska
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,懺悔 （1961年） （岩波文庫） トルストイ 154p_B000JALQVI.pdf,37.93,application/pdf,2023-12-12 10:35,2023-12-12 9:52,https://drive.google.com/file/d/1vUVa0WC9fkfItzExFPR2pmzQXjcbt-tK/view?usp=drivesdk,1vUVa0WC9fkfItzExFPR2pmzQXjcbt-tK
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ノモンハンの夏 （文春文庫） 半藤 一利 471p_4167483106.pdf,119.09,application/pdf,2023-12-12 11:02,2023-12-12 9:52,https://drive.google.com/file/d/1BIFxKFOFfjjFwYrfcwcFNISVXTfdSx-Z/view?usp=drivesdk,1BIFxKFOFfjjFwYrfcwcFNISVXTfdSx-Z
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,幼年時代 （新潮文庫） トルストイ 164p_4102060081.pdf,62.15,application/pdf,2023-12-12 10:49,2023-12-12 9:52,https://drive.google.com/file/d/1onmZ6pljnbjmv0SUcRqwaC9TGsWSyTRo/view?usp=drivesdk,1onmZ6pljnbjmv0SUcRqwaC9TGsWSyTRo
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,女の海 （1977年） （集英社文庫） 瀬戸内 晴美 412p_B000J8UOLI.pdf,101,application/pdf,2023-12-12 10:49,2023-12-12 9:51,https://drive.google.com/file/d/1AU8cAAKH495GW9Kwov4rV3tcM9AzxMgA/view?usp=drivesdk,1AU8cAAKH495GW9Kwov4rV3tcM9AzxMgA
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,初恋 （岩波文庫） ツルゲーネフ 114p_4003260848.pdf,28.95,application/pdf,2023-12-12 10:13,2023-12-12 9:51,https://drive.google.com/file/d/1pRctBT0_DTmibrUtN8RklUFS50MdmPJ2/view?usp=drivesdk,1pRctBT0_DTmibrUtN8RklUFS50MdmPJ2
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,イン ザ・ミソスープ 村上 龍 238p_4643970995.pdf,64.74,application/pdf,2023-12-12 10:53,2023-12-12 9:51,https://drive.google.com/file/d/1lKu-Pultf_ZW2IGldewrAByP0Fxgih_W/view?usp=drivesdk,1lKu-Pultf_ZW2IGldewrAByP0Fxgih_W
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,おろしや国酔夢譚 （徳間文庫） 井上 靖 396p_419599358X.pdf,99.77,application/pdf,2023-12-12 10:27,2023-12-12 9:51,https://drive.google.com/file/d/1--VwUs4rZDsqcSQnP4IYbQ44Kp45RID8/view?usp=drivesdk,1--VwUs4rZDsqcSQnP4IYbQ44Kp45RID8
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,春の雪-豊饒の海・第一巻 （新潮文庫） 三島 由紀夫 475p_410105021X.pdf,117.04,application/pdf,2023-12-12 10:19,2023-12-12 9:51,https://drive.google.com/file/d/1ZJgDjNinJ7pxyiKvhAdXnW_XnvirSIAp/view?usp=drivesdk,1ZJgDjNinJ7pxyiKvhAdXnW_XnvirSIAp
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,桜の園 （岩波文庫） チェーホフ 173p_4003262255.pdf,21.88,application/pdf,2023-12-12 11:05,2023-12-12 9:51,https://drive.google.com/file/d/1msXCzzEO9I3QpxN1UPHXMBOaYtsN1Uo6/view?usp=drivesdk,1msXCzzEO9I3QpxN1UPHXMBOaYtsN1Uo6
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,ペスト （新潮文庫） カミュ 476p_4102114033.pdf,103.52,application/pdf,2023-12-12 10:54,2023-12-12 9:51,https://drive.google.com/file/d/1DFYlJQT3oK3WB9UKmGKrLuw1GaK_nWnT/view?usp=drivesdk,1DFYlJQT3oK3WB9UKmGKrLuw1GaK_nWnT
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,女であること （新潮文庫） 川端 康成 583p_4101001162.pdf,111.9,application/pdf,2023-12-12 10:50,2023-12-12 9:50,https://drive.google.com/file/d/1FOoE9YhcuGtwtwUOxbyz5DKU9MqlK8pL/view?usp=drivesdk,1FOoE9YhcuGtwtwUOxbyz5DKU9MqlK8pL
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,人の砂漠 （新潮文庫） 沢木 耕太郎 524p_4101235015.pdf,112.73,application/pdf,2023-12-12 10:32,2023-12-12 9:50,https://drive.google.com/file/d/155GNjnzcGUGJUjVuNY4z902Aa51EISD8/view?usp=drivesdk,155GNjnzcGUGJUjVuNY4z902Aa51EISD8
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,楡の木陰の欲望 （岩波文庫 赤 325-1） ユージーン・オニール 157p_4003232518.pdf,27.45,application/pdf,2023-12-12 10:15,2023-12-12 9:50,https://drive.google.com/file/d/1-owtPhRswprseF1I8JNuOKID8qV4KPZs/view?usp=drivesdk,1-owtPhRswprseF1I8JNuOKID8qV4KPZs
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,掌の小説 （新潮文庫） 川端 康成 559p_4101001057.pdf,105.47,application/pdf,2023-12-12 11:07,2023-12-12 9:50,https://drive.google.com/file/d/1d40_J4zXrR_DANPr6I7GO4GpCSQE7BOD/view?usp=drivesdk,1d40_J4zXrR_DANPr6I7GO4GpCSQE7BOD
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,失楽園 下 （岩波文庫 赤 206-3） ミルトン 431p_4003220633.pdf,96.68,application/pdf,2023-12-12 10:11,2023-12-12 9:50,https://drive.google.com/file/d/1ml2I9m57vpDCza7uTLAV4i52Lbe9ufws/view?usp=drivesdk,1ml2I9m57vpDCza7uTLAV4i52Lbe9ufws
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,失楽園 上 （岩波文庫 赤 206-2） ミルトン 443p_4003220625.pdf,96.8,application/pdf,2023-12-12 11:01,2023-12-12 9:50,https://drive.google.com/file/d/1QBJFta9If7-z3IqEVoGZkuN9n2YCIGUd/view?usp=drivesdk,1QBJFta9If7-z3IqEVoGZkuN9n2YCIGUd
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,城 （新潮文庫） フランツ・カフカ 630p_4102071024.pdf,127.34,application/pdf,2023-12-12 10:15,2023-12-12 9:50,https://drive.google.com/file/d/1GZ-wa4ZGjCS5hAxA9rwZ1nWrp1uJwQe_/view?usp=drivesdk,1GZ-wa4ZGjCS5hAxA9rwZ1nWrp1uJwQe_
70_Book / 72_BookscanPdf / 72_BookscanPdf files / フィクション,真実一路 （新潮文庫） 山本 有三 379p_4101060010.pdf,97.95,application/pdf,2023-12-12 10:57,2023-12-12 9:50,https://drive.google.com/file/d/18cbICyVR9b2DINrVywoNGRTHRrr0EN-k/view?usp=drivesdk,18cbICyVR9b2DINrVywoNGRTHRrr0EN-k
